0x14ffd18de1,bayonetta_airshooter
0x122c450cb5,samus_spreadbullet
0x16464fce6d,samus_sprinkling_water
0xc23cd99d80,samus_sprout
0xb9a8de1310,samus_squid
0xbf34d48bb0,samus_stake
0xa9f382b910,samus_star
0x117c3ef2bf,samus_starmissile
0xf033e0f410,samus_starpiece
0x11b6bec1b3,samus_stealthbomb
0x13967dca01,samus_stealthbomb_s
0x11d13f10fe,samus_stethoscope
0xb84a491f40,samus_stone
0xd5c4348bd0,samus_strings
0xbc4c56ce00,samus_stuff
0xbd3e5007a0,samus_stump
0xff60fbe140,samus_sunbullet
0x126e0f182b,samus_supermissile
0x10ae3a05c3,samus_supersonic
0x14b19ad49e,samus_sweatlittlemac
0xb7c9223840,samus_swing
0xb076153d10,samus_sword
0xceb063d1c0,samus_sword2
0xfa3022f0c0,samus_swordbeam
0x10a31dd38a,samus_swordflare
0xb6bad1b980,samus_table
0xa0b8e3f0c0,samus_takt
0xc933dc4ae0,samus_tamago
0xcada091040,samus_tatami
0x107503ed42,samus_throwsweat
0xd8aa187b80,samus_thunder
0xa47212d500,samus_tico
0xba85f19440,samus_timmy
0xb8d3446980,samus_tommy
0xd55e5c4e80,samus_tomnook
0xd5952f4630,samus_tornado
0x11aa63dddc,samus_tornadoshot
0xb39810edd0,samus_towel
0x11b62b6b91,samus_trafficsign
0x10f2795db0,samus_trampoline
0x14a31f99f1,samus_transportation
0xae1dd2f590,samus_tree
0x1236e9ba1d,samus_trenchmortar
0x18d4bda615,samus_trenchmortarbullet
0xe3091bb260,samus_triforce
0xd317469dd0,samus_trolley
0x10a30b165f,samus_ultrasword
0x137ea1a938,samus_ultraswordhat
0xe6bfa20d60,samus_umbrella
0xab85372880,samus_vine
0xcc2b71ad30,samus_vortex
0xf5560a7a90,samus_waddledee
0xfa1dce1370,samus_wariobike
0xeb1f700580,samus_warioman
0xec13ed93c0,samus_warpstar
0xb66b780040,samus_water
0x11c1501a81,samus_waterdragon
0x1116618d29,samus_waterstream
0xa8ce7dc0c0,samus_wave
0xb9a2ddfc30,samus_weeds
0xa23b10df60,samus_whip
0xb4e2858290,samus_whip2
0xed30e762c0,samus_whiphand
0xe44170d960,samus_whipwire
0xf5e94afe50,samus_whitebear
0x14c66f79dc,samus_wickedweavearm
0x142be18707,samus_wickedweaveleg
0xef7179a670,samus_widebeam
0xb9bba62d60,samus_wiibo
0xa6ce980000,samus_win1
0xaf5e0d1ba0,samus_win2
0xa82e7e12c0,samus_win3
0xcea12829a0,samus_window
0xe1e5e355e0,samus_windummy
0xaeee174c10,samus_wing
0xecb4f006e0,samus_winsword
0xe2214028a0,samus_wirerope
0xc525b2b950,samus_wolfen
0xfa128395e0,samus_yoshibg01
0xeb020ad5b0,samus_yoshimob
0xa01eb73e40,samus_yoyo
0xe62d4ec4b0,samus_yoyohead
0x11ead13d2e,samusd_airshooter
0xcbcc477e90,samusd_ally1
0xc25cd26530,samusd_ally2
0xc52ca16c50,samusd_ally3
0xcccae83660,samusd_ally4
0xcbba9b3f00,samusd_ally5
0xc22a0e24a0,samusd_ally6
0xfb8f07d550,samusd_allyarm1
0xf21f92cef0,samusd_allyarm2
0xf56fe1c790,samusd_allyarm3
0xfbf9db94c0,samusd_allyarm5
0xf2694e8f60,samusd_allyarm6
0x159199ad3a,samusd_allyarmbullet1
0x150890fc80,samusd_allyarmbullet2
0x157f97cc16,samusd_allyarmbullet3
0x1169c78be5,samusd_ancientbow
0x162284c780,samusd_ancientbowarrow
0xd8b284f120,samusd_arrow1
0xd12211ea80,samusd_arrow2
0x146039e8a5,samusd_artisticpoint
0xda1739e4b0,samusd_arwing
0x11b55c7b36,samusd_arwingshot
0x1877e393ee,samusd_attackairf_bullet
0xf23eeb52f0,samusd_auraball
0x147c4ef368,samusd_autoaimbullet
0x1251c0107a,samusd_autoreticle
0xaa113ffc40,samusd_axe
0x1121da2062,samusd_background
0xf5f26d5f60,samusd_backpack
0x130d4534c5,samusd_balanceboard
0xec4f894620,samusd_balloon
0x10ffa33953,samusd_barreljet
0x11e9936c7c,samusd_barreljets
0xa52e5c8770,samusd_bat
0xcfc77de9e0,samusd_baton
0xd9cc4ff150,samusd_batten
0xb1f8ebdf70,samusd_beam
0xc72ed8c750,samusd_beast
0xdc7f10bee0,samusd_beetle
0xea490a99d0,samusd_bigbird
0x12f9cd4c1c,samusd_bigbirdbase
0x1065caace9,samusd_bigpacman
0xfb1eb09e60,samusd_bindball
0xb0ea7bda50,samusd_bird
0x1077f10b89,samusd_blackhole
0xe7611fc900,samusd_blaster
0x15dd6c39da,samusd_blaster_bullet
0x1382732a8f,samusd_blasterchest
0x124cd26a95,samusd_blasterhead
0x125323994d,samusd_blasterwing
0x12a278caf6,samusd_blazepillar
0xf6e31f7870,samusd_blizzard
0xb302ad91f0,samusd_blue
0x1125b21240,samusd_bluefalcon
0x12b52277dc,samusd_blunderbuss
0xb2e136abc0,samusd_bomb
0xd368646ad0,samusd_bonnie
0xb65f9b09a0,samusd_book
0x10c5793179,samusd_boomerang
0x11ed8cd445,samusd_bosspackun
0x12713e0464,samusd_bottomshoot
0xa556fb4430,samusd_bow
0xfd13330660,samusd_bowarrow
0x12caab6212,samusd_bowlingball
0xac5d0a9d20,samusd_box
0xdf376c5030,samusd_breath
0xc37a13bc40,samusd_broom
0xc847eda5c0,samusd_bruce
0xcb00db4b00,samusd_brush
0xd2e72bc460,samusd_bucket
0xfb27c314b0,samusd_building
0xd735eba950,samusd_bullet
0xe7d1071450,samusd_bunshin
0xc3c94c6c30,samusd_burst
0xae22f8a810,samusd_bus
0x130239d9c1,samusd_butterflynet
0x9805aa5db0,samusd_c4
0xfea5243540,samusd_c4switch
0xaae455b3a0,samusd_can
0x119bceb005,samusd_cannonball
0xa544a66590,samusd_cap
0xc8897d4ab0,samusd_cappy
0x13259092ca,samusd_capsuleblock
0xe33b37e010,samusd_chakram
0x136bd8d301,samusd_championbelt
0xef7e427590,samusd_changer
0x137cbee92d,samusd_chaosemerald
0x110a8591d4,samusd_chargeshot
0xef439afcb0,samusd_chariot
0x13590d769b,samusd_chariotsight
0xc219b95ac0,samusd_chrom
0xbb23935600,samusd_clay
0x11e4751ee7,samusd_clayrocket
0xc73f670a70,samusd_cloud
0xda1af35d70,samusd_coffin
0xd25c4329f0,samusd_condor
0x17c05287c1,samusd_copy_inkling_gun
0x18bd420421,samusd_copy_inkling_tank
0xc4589d5470,samusd_crack
0xeaed9271d0,samusd_cracker
0xc964296ac0,samusd_crash
0x10a50f001e,samusd_crashbomb
0xc16b9724a0,samusd_cross
0xc11d3db970,samusd_crown
0xe2749b0eb0,samusd_crystal
0xcd359cb540,samusd_cshot
0xd895761ff0,samusd_cypher
0xf8b78d0260,samusd_daimonji
0x105e285411,samusd_deathball
0xb6b3539990,samusd_dein
0xd4a70a18c0,samusd_dein_s
0xd9b840ae40,samusd_demonp
0xe66e7e25e0,samusd_dengeki
0x1202a98762,samusd_dengekidama
0xc5be9637a0,samusd_diver
0xfc082afbc0,samusd_dkbarrel
0xf818047850,samusd_doclouis
0xc1a1195ce0,samusd_dokan
0xdd317e50b0,samusd_dolfin
0x11c14fc5c3,samusd_doseitable
0xc27cf45150,samusd_doyle
0x11f3b78863,samusd_dragonhand
0x103614b193,samusd_drcapsule
0xf75ce530c0,samusd_drmantle
0xd9c9e80770,samusd_dunban
0xd7c3ba4040,samusd_elwind
0xc6a8bfb030,samusd_entry
0x126ec5c7c2,samusd_entryobject
0xa42834aca0,samusd_esa
0x15c5f63d84,samusd_escapeairdummy
0xd7c7185b80,samusd_esword
0x101174fc99,samusd_explosion
0x158d383a5d,samusd_explosiveflame
0x1d08c7e6b7,samusd_explosiveflame_reserve
0x149c1ce338,samusd_exprosiveshot
0xc61b6a1a60,samusd_fairy
0x1264796146,samusd_falconpunch
0xcac435f2b0,samusd_fence
0x10b202cade,samusd_finalbeam
0x10a32bca8c,samusd_finalbird
0xf45ba34500,samusd_finalcan
0x125cde9745,samusd_finalcutter
0x1682f77b8f,samusd_finalcuttershot
0xfa7aab7ff0,samusd_finaldog
0x10501af1c5,samusd_finalduck
0x11f82a28c1,samusd_finalenemy
0x11abb8ed9b,samusd_finalgrass
0x129b71631c,samusd_finalgunman
0xcb3e36dad0,samusd_fiora
0xbf6c21a640,samusd_fire
0xc50fcd9560,samusd_fire2
0xf7cd5ec4c0,samusd_fireball
0x12acf3d1bf,samusd_firehydrant
0x17427c6b8f,samusd_firehydrantwater
0x11082a62d7,samusd_firepillar
0xf5ba9cc970,samusd_firework
0x120becc28c,samusd_fishingline
0x1198401d6e,samusd_fishingrod
0x1264df8146,samusd_flamepillar
0xd675beec80,samusd_flare1
0xdfe52bf720,samusd_flare2
0x11aecf002f,samusd_flaredummy
0x142ca56578,samusd_flaregrenades
0xcee6439700,samusd_flash
0xd6e9a4b3a0,samusd_flower
0x103416ffb3,samusd_flowerpot
0xb7a243a5c0,samusd_food
0xcb2ae205f0,samusd_forge
0xcd34161cd0,samusd_forte
0x10f4c72fce,samusd_fourwings
0x13d6af6e63,samusd_fullthrottle
0x1006be4736,samusd_furniture
0xc859909950,samusd_fusin
0x121e8166eb,samusd_fusionsword
0xde0ffa5190,samusd_ganond
0xd2953f0030,samusd_garlic
0xb16378b3f0,samusd_gate
0xc3c4c4b730,samusd_gbeam
0x1072903be8,samusd_gekkougas
0xf3a0898ae0,samusd_gigafire
0x12e949c6f4,samusd_gimmickjump
0xe7fe8b4bd0,samusd_godwing
0xf972581e50,samusd_gomorrah
0x1053ac74d0,samusd_gongfinal
0xc4436b3320,samusd_gordo
0xce9a7f9800,samusd_grass
0xeca234c430,samusd_grenade
0x167db868f4,samusd_grenadelauncher
0x11dbca5c29,samusd_groundbomb
0xa87e224b30,samusd_gun
0xd1156b5e40,samusd_gunman
0x131c6377bc,samusd_gunmanbullet
0x13eea22778,samusd_gunnercharge
0xed52763810,samusd_gunship
0xbb28d376f0,samusd_gyro
0x11e5e2f53c,samusd_gyroholder
0xebfab6f550,samusd_hadoken
0xb32eb72b20,samusd_hair
0xd17b800d60,samusd_hammer
0x12eef7db03,samusd_hardknuckle
0xa5f724da10,samusd_hat
0xdb3e764460,samusd_helmet
0xf5732c7280,samusd_himohebi
0x102f372430,samusd_himohebi2
0xbc6d12e3a0,samusd_hole
0x12eaa8fc90,samusd_hominglaser
0x1324b1d67b,samusd_homingtarget
0xfd5c2a4800,samusd_hookshot
0x131b3f929f,samusd_hookshothand
0xb8542c86d0,samusd_horn
0xc2330496b0,samusd_horse
0xc267f5fee0,samusd_house
0xf5f9a7deb0,samusd_hugebeam
0x12a6b75716,samusd_hugecapsule
0x1050d5329d,samusd_hugeflame
0xf5f720f0d0,samusd_hulahoop
0xa063665e60,samusd_ice
0xeeddf25bf0,samusd_iceberg
0x1314501b80,samusd_iceberg_wind
0x116a4f8023,samusd_iceberghit
0xe7670abd40,samusd_iceshot
0xf8d6476830,samusd_illusion
0x10312b8594,samusd_inkbullet
0xf08b416800,samusd_ironball
0x10a0bcf363,samusd_jethammer
0xf0db29e5d0,samusd_kaminari
0xb600bb3f30,samusd_kart
0xd533e19aa0,samusd_kassar
0xee361dc0f0,samusd_kinopio
0x13a2a15fe8,samusd_kinopiospore
0xcfbeafe5b0,samusd_knife
0xd995a155e0,samusd_koopag
0xf95b27f820,samusd_kumatora
0x127b06d218,samusd_kurofukuhat
0xca8e6c2bf0,samusd_laser
0xd41a3f6d20,samusd_laser2
0x11f9466f55,samusd_leafcutter
0x11f86176e0,samusd_leafshield
0xebcb0da540,samusd_leftarm
0x10e1aa3b15,samusd_lightning
0x14ddac7e5c,samusd_lightshuriken
0x1146a5315d,samusd_littlemacg
0x1525d8b7a3,samusd_lock_on_cursor
0x13cdaaf50e,samusd_lockoncursor
0x188ca6acee,samusd_lockoncursorready
0xf724114b20,samusd_lucariom
0x108ed9f30a,samusd_magichand
0x1034397b30,samusd_mainlaser
0xd142698fa0,samusd_mantle
0xc5bf7a2ed0,samusd_mario
0xbd173d09b0,samusd_mask
0x10a2c3d109,samusd_maskfinal
0xcb35cb5d50,samusd_mball
0x157842cef1,samusd_megaphonelaser
0xb96287b2c0,samusd_melt
0xd6b1896820,samusd_meteor
0xea080dc0c0,samusd_mewtwom
0x11d4b158e2,samusd_miimissile
0x13ee32ecaa,samusd_miipartshead
0xb123a8fbd0,samusd_milk
0xe8c5bd7850,samusd_missile
0xbc45478930,samusd_mona
0xf9159cec20,samusd_moneybag
0x1238655446,samusd_monsterball
0xb4df054430,samusd_moon
0x114d0afa9f,samusd_narrowbeam
0xb4d08fa780,samusd_navy
0xdac1568e50,samusd_needle
0x119dcec805,samusd_needlehave
0x167aa66daf,samusd_newdededehammer
0xd04943dc40,samusd_nikita
0x1407cac11b,samusd_nikitamissile
0x14f56d1432,samusd_normal_weapon
0xfbaa82f7a0,samusd_obakyumu
0xe6e93554b0,samusd_octopus
0xdbd1ce1e20,samusd_office
0xa8188497a0,samusd_oil
0xa50f0af0d0,samusd_pad
0xce307b57c0,samusd_panel
0x10d6e6a6c9,samusd_parachute
0x106745e008,samusd_paralyzer
0x1750699a90,samusd_paralyzer_bullet
0xf95bcf8f80,samusd_parasail
0xe91e891e40,samusd_partner
0xc5c073e190,samusd_paula
0xe2630d64c0,samusd_peanuts
0x1277de0fc3,samusd_pfushigisou
0xec855595c0,samusd_phantom
0xb37d11c300,samusd_pick
0x159c03c751,samusd_picopicohammer
0xc05606d500,samusd_piece
0xa012074bf0,samusd_pig
0xd5592877e0,samusd_pikmin
0x106c52d8f6,samusd_piratehat
0xde4d5b60d0,samusd_pkfire
0xeda18f7200,samusd_pkflash
0xfe48353c00,samusd_pkfreeze
0x12c9595335,samusd_pkstarstorm
0x1004dc8c9d,samusd_pkthunder
0xc3034b1280,samusd_plate
0x10274fb6ba,samusd_plizardon
0xeaf23d25e0,samusd_plunger
0xe92c7c75a0,samusd_pointer
0x133bc600be,samusd_poisonbreath
0xdbd1dbaa70,samusd_pompon
0xa59a15b0b0,samusd_poo
0xad3c492e70,samusd_pot
0x1065f9be02,samusd_powerstar
0x12c950f48c,samusd_psychobreak
0xfc218c9380,samusd_ptrainer
0xb360ba2460,samusd_pump
0x104eab1629,samusd_pumpwater
0xd2f0d5de10,samusd_punch1
0xdb6040c5b0,samusd_punch2
0xdc1033ccd0,samusd_punch3
0x1081293950,samusd_pushfinal
0x11b1ac61f8,samusd_pushobject
0x1036e43162,samusd_pzenigame
0xde101116e0,samusd_qigong
0xbf740f82a0,samusd_rail
0x17f81d5485,samusd_rapidshot_bullet
0x16b103cc94,samusd_reflectionboard
0x12896dbd61,samusd_remainclown
0xd333c1ddb0,samusd_rescue
0xebf2345d00,samusd_reserve
0xeea1c15e40,samusd_reticle
0x15846a47fe,samusd_reticle_cursor
0xff99b830e0,samusd_rightarm
0xbbb0f3f9f0,samusd_riki
0xb21c0e6dd0,samusd_ring
0x112076d931,samusd_rockbuster
0x1278e1dd51,samusd_rockmandash
0x118768f578,samusd_rockmanexe
0xfe0c12f510,samusd_rockmanx
0xdb3bb92180,samusd_roller
0x1094a8a7a3,samusd_rollerink
0xb1f02c49c0,samusd_rope
0xce37363a60,samusd_rope2
0x19bf8d53b1,samusd_rosettaticomissile
0xfd550490c0,samusd_roysword
0xb889e949f0,samusd_rpg7
0xd73aa47020,samusd_rubber
0xfd8c38c190,samusd_rushcoil
0x10c0925555,samusd_ryusensya
0xb2b77e2660,samusd_sack
0xd9e0ad4bd0,samusd_samusp
0xeeaac8e790,samusd_scarier
0xd7dbd51470,samusd_search
0xbea9bf0ad0,samusd_seed
0x1100633fa7,samusd_shadowball
0x12ae222bde,samusd_shadowmario
0x146d8ce3c9,samusd_shinkuhadoken
0x11881be4ed,samusd_shinryuken
0x1a53a1ce8c,samusd_shootingstarrockman
0xd33cc29860,samusd_shovel
0xd1ced23e60,samusd_shrine
0xfc4667b2f0,samusd_shuriken
0x114d807efe,samusd_silhouette
0x12cc4e9d9b,samusd_silhouettel
0xd0836b7e20,samusd_simple
0xfd1e0d48a0,samusd_simple2l
0xf2befe9e90,samusd_simple2r
0xc4e99a4df0,samusd_sleep
0x1045015829,samusd_slingshot
0xe1db48f9f0,samusd_slosher
0xcdcb9a95e0,samusd_spark
0xcde34e8d00,samusd_spear
0x107c86762a,samusd_spearhand
0x1639bd9bbc,samusd_specialn_bullet
0x15a1f983ff,samusd_specialupdummy
0x109b2d7e7e,samusd_spikeball
0xd2552c7c10,samusd_spiral
0xf8e5946740,samusd_spitball
0xd73759e100,samusd_splash
0x11bcdf1647,samusd_splashbomb
0x134010914d,samusd_spreadbullet
0x17739e5fe4,samusd_sprinkling_water
0xd8b76687f0,samusd_sprout
0xc46a3139c0,samusd_squid
0xc2f63ba160,samusd_stake
0xb67c749bf0,samusd_star
0x122f36e7eb,samusd_starmissile
0x108e1dfef4,samusd_starpiece
0x12e5b6d4e7,samusd_stealthbomb
0x142577e5b2,samusd_stealthbomb_s
0x12823705aa,samusd_stethoscope
0xc588a63590,samusd_stone
0xe1459c5070,samusd_strings
0xc18eb9e4d0,samusd_stuff
0xc0fcbf2d70,samusd_stump
0x107b2c4fa1,samusd_sunbullet
0x13025a85d3,samusd_supermissile
0x1115bc6131,samusd_supersonic
0x15e3413c87,samusd_sweatlittlemac
0xca0bcd1290,samusd_swing
0xcdb4fa17c0,samusd_sword
0xd43bdccbb0,samusd_sword2
0x102e21deb9,samusd_swordbeam
0x11189bb778,samusd_swordflare
0xcb783e9350,samusd_table
0xbf3715d220,samusd_takt
0xd3b8635090,samusd_tamago
0xd051b60a30,samusd_tatami
0x11ce8589b0,samusd_throwsweat
0xec2bb0a020,samusd_thunder
0xbbfde4f7e0,samusd_tico
0xc7471ebe90,samusd_timmy
0xc511ab4350,samusd_tommy
0xe1dff49520,samusd_tomnook
0xe114879d90,samusd_tornado
0x12f96bc888,samusd_tornadoshot
0xce5affc700,samusd_towel
0x12e5237ec5,samusd_trafficsign
0x1149ff3942,samusd_trampoline
0x15f1c471e8,samusd_transportation
0xb19224d770,samusd_tree
0x135abc27e5,samusd_trenchmortar
0x19b9f41314,samusd_trenchmortarbullet
0xf1b6dfb390,samusd_triforce
0xe796ee4670,samusd_trolley
0x11188d72ad,samusd_ultrasword
0x14cdab868b,samusd_ultraswordhat
0xf400660c90,samusd_umbrella
0xb40ac10a60,samusd_vine
0xd6a0ceb740,samusd_vortex
0x10d843561c,samusd_waddledee
0x102cff1082,samusd_wariobike
0xf9a0b40470,samusd_warioman
0xfeac299230,samusd_warpstar
0xcba9972a90,samusd_water
0x1292580fd5,samusd_waterdragon
0x124569987d,samusd_waterstream
0xb7418be220,samusd_wave
0xc46032d6e0,samusd_weeds
0xbdb4e6fd80,samusd_whip
0xc9206aa840,samusd_whip2
0xff8f236330,samusd_whiphand
0xf6feb4d890,samusd_whipwire
0x10d3b75e50,samusd_whitebear
0x1594b491c5,samusd_wickedweavearm
0x15793a6f1e,samusd_wickedweaveleg
0xfdcebda780,samusd_widebeam
0xc4794907b0,samusd_wiibo
0xb9416e22e0,samusd_win1
0xb0d1fb3940,samusd_win2
0xb7a1883020,samusd_win3
0xd42a9733d0,samusd_window
0xf35a275410,samusd_windummy
0xb161e16ef0,samusd_wing
0xfe0b340710,samusd_winsword
0xf09e842950,samusd_wirerope
0xdfae0da320,samusd_wolfen
0x102c0bc8eb,samusd_yoshibg01
0xf9bdced440,samusd_yoshimob
0xbf91411ca0,samusd_yoyo
0xf4928ac540,samusd_yoyohead
0x1030d5d4a6,sheik_airshooter
0xb5802fa5b0,sheik_ally1
0xbc10babe10,sheik_ally2
0xbb60c9b770,sheik_ally3
0xb28680ed40,sheik_ally4
0xb5f6f3e420,sheik_ally5
0xbc6666ff80,sheik_ally6
0xe8200d64c0,sheik_allyarm1
0xe1b0987f60,sheik_allyarm2
0xe6c0eb7600,sheik_allyarm3
0xe856d12550,sheik_allyarm5
0xe1c6443ef0,sheik_allyarm6
0x141d2d260f,sheik_allyarmbullet1
0x14842477b5,sheik_allyarmbullet2
0x14f3234723,sheik_allyarmbullet3
0x10b3c3626d,sheik_ancientbow
0x1574bbb728,sheik_ancientbowarrow
0xcaea35b3f0,sheik_arrow1
0xc37aa0a850,sheik_arrow2
0x1307ce2efb,sheik_artisticpoint
0xc84f88a660,sheik_arwing
0x106f5892be,sheik_arwingshot
0x174138820c,sheik_attackairf_bullet
0xe191e1e360,sheik_auraball
0x131bb93536,sheik_autoaimbullet
0x11b2791f81,sheik_autoreticle
0x934fbf3f60,sheik_axe
0x10fbdec9ea,sheik_background
0xe65d67eef0,sheik_backpack
0x1227c9a65e,sheik_balanceboard
0xd810243030,sheik_balloon
0xf9bf261380,sheik_barreljet
0x10339785f4,sheik_barreljets
0x9c70dc4450,sheik_bat
0xb18b1532c0,sheik_baton
0xcb94feb380,sheik_batten
0xad7cc047b0,sheik_beam
0xb962b01c70,sheik_beast
0xce27a1fc30,sheik_beetle
0xde16a7efc0,sheik_bigbird
0x111a7443e7,sheik_bigbirdbase
0xf019bf4820,sheik_bigpacman
0xe8b1ba2ff0,sheik_bindball
0xac6e504290,sheik_bird
0xf13a053e20,sheik_blackhole
0xd33eb2bf10,sheik_blaster
0x1451d8b2ef,sheik_blaster_bullet
0x12a8ffb814,sheik_blasterchest
0x11af6b656e,sheik_blasterhead
0x11b09a96b6,sheik_blasterwing
0x1141c1c50d,sheik_blazepillar
0xe54c15c9e0,sheik_blizzard
0xaf86860930,sheik_blue
0x10ffb6fbc8,sheik_bluefalcon
0x11569b7827,sheik_blunderbuss
0xae651d3300,sheik_bomb
0xc130d52800,sheik_bonnie
0xaadbb09160,sheik_book
0xfa12869120,sheik_boomerang
0x1037883dcd,sheik_bosspackun
0x1192870b9f,sheik_bottomshoot
0x9c087b8710,sheik_bow
0xeebc39b7f0,sheik_bowarrow
0x1129126de9,sheik_bowlingball
0x95038a5e00,sheik_box
0xcd6fdd12e0,sheik_breath
0xbd367b6760,sheik_broom
0xb60b857ee0,sheik_bruce
0xb54cb39020,sheik_brush
0xc0bf9a86b0,sheik_bucket
0xe888c9a520,sheik_building
0xc56d5aeb80,sheik_bullet
0xd38eaa6240,sheik_bunshin
0xbd8524b710,sheik_burst
0x977c786b30,sheik_bus
0x1228b54b5a,sheik_butterflynet
0x8d71c15130,sheik_c4
0xed0a2e84d0,sheik_c4switch
0x93bad57080,sheik_can
0x1041ca598d,sheik_cannonball
0x9c1a26a6b0,sheik_cap
0xb6c5159190,sheik_cappy
0x120f1c0051,sheik_capsuleblock
0xd7649a9600,sheik_chakram
0x124154419a,sheik_championbelt
0xdb21ef0380,sheik_changer
0x1256327bb6,sheik_chaosemerald
0x10d081785c,sheik_chargeshot
0xdb1c378aa0,sheik_chariot
0x127381e400,sheik_chariotsight
0xbc55d181e0,sheik_chrom
0xa7a7b8cec0,sheik_clay
0x103e71f76f,sheik_clayrocket
0xb9730fd150,sheik_cloud
0xc842421fa0,sheik_coffin
0xc004f26b20,sheik_condor
0x161809936b,sheik_copy_inkling_gun
0x178b9915c3,sheik_copy_inkling_tank
0xba14f58f50,sheik_crack
0xdeb23f07c0,sheik_cracker
0xb72841b1e0,sheik_crash
0xfc15e58750,sheik_crashbomb
0xbf27ffff80,sheik_cross
0xbf51556250,sheik_crown
0xd62b3678a0,sheik_crystal
0xb379f46e60,sheik_cshot
0xcacdc75d20,sheik_cypher
0xeb1887b3f0,sheik_daimonji
0xf3a790c7a0,sheik_deathball
0xaa37780150,sheik_dein
0xc6ffbb5a10,sheik_dein_s
0xcbe0f1ec90,sheik_demonp
0xd231d353f0,sheik_dengeki
0x11e1108899,sheik_dengekidama
0xbbf2feec80,sheik_diver
0xefa7204a50,sheik_dkbarrel
0xebb70ec9c0,sheik_doclouis
0xbfed7187c0,sheik_dokan
0xcf69cf1260,sheik_dolfin
0x101b4b2c4b,sheik_doseitable
0xbc309c8a70,sheik_doyle
0x1029b361eb,sheik_dragonhand
0xf5245e9f80,sheik_drcapsule
0xe4f3ef8150,sheik_drmantle
0xcb915945a0,sheik_dunban
0xc59b0b0290,sheik_elwind
0xb8e4d76b10,sheik_entry
0x118d7cc839,sheik_entryobject
0x9d76b46f80,sheik_esa
0x144942b6b1,sheik_escapeairdummy
0xc59fa91950,sheik_esword
0xf7525a4f20,sheik_explosion
0x14018cb168,sheik_explosiveflame
0x1cbab60956,sheik_explosiveflame_reserve
0x13fbeb2566,sheik_exprosiveshot
0xb85702c140,sheik_fairy
0x1187c06ebd,sheik_falconpunch
0xb4885d2990,sheik_fence
0xfd65392b50,sheik_finalbeam
0xfc77a92e70,sheik_finalbird
0xe7f4a9f490,sheik_finalcan
0x11bf6798be,sheik_finalcutter
0x15d4c80b27,sheik_finalcuttershot
0xe9d5a1ce60,sheik_finaldog
0xf344ba9ae0,sheik_finalduck
0x10222ec149,sheik_finalenemy
0x1071bc0413,sheik_finalgrass
0x1178c86ce7,sheik_finalgunman
0xb5725e01f0,sheik_fiora
0xa3e80a3e80,sheik_fire
0xbb43a54e40,sheik_fire2
0xe462547550,sheik_fireball
0x114f4ade44,sheik_firehydrant
0x169a277f25,sheik_firehydrantwater
0x10d22e8b5f,sheik_firepillar
0xe6159678e0,sheik_firework
0x11e855cd77,sheik_fishingline
0x104244f4e6,sheik_fishingrod
0x1187668ebd,sheik_flamepillar
0xc42d0fae50,sheik_flare1
0xcdbd9ab5f0,sheik_flare2
0x1074cbe9a7,sheik_flaredummy
0x134b52a326,sheik_flaregrenades
0xb0aa2b4c20,sheik_flash
0xc4b115f170,sheik_flower
0xf5047a7d80,sheik_flowerpot
0xab26683d00,sheik_food
0xb5668aded0,sheik_forge
0xb3787ec7f0,sheik_forte
0xf909677a50,sheik_fourwings
0x12fc23fcf8,sheik_fullthrottle
0xf62ef1f5d0,sheik_furniture
0xb615f84270,sheik_fusin
0x11fd386910,sheik_fusionsword
0xcc574b1340,sheik_ganond
0xc0cd8e42e0,sheik_garlic
0xade7532b30,sheik_gate
0xbd88ac6c10,sheik_gbeam
0xf16c163830,sheik_gekkougas
0xe00f833b70,sheik_gigafire
0x110af0c90f,sheik_gimmickjump
0xd3a1263dc0,sheik_godwing
0xeadd52afc0,sheik_gomorrah
0xf37fd2cbb0,sheik_gongfinal
0xba0f03e800,sheik_gordo
0xb0d6174320,sheik_grass
0xd8fd99b220,sheik_grenade
0x152b87185c,sheik_grenadelauncher
0x1001ceb5a1,sheik_groundbomb
0x9120a28810,sheik_gun
0xc34dda1c90,sheik_gunman
0x1236efe527,sheik_gunmanbullet
0x12c42eb5e3,sheik_gunnercharge
0xd90ddb4e00,sheik_gunship
0xa7acf8ee30,sheik_gyro
0x103fe61cb4,sheik_gyroholder
0xdfa51b8340,sheik_hadoken
0xafaa9cb3e0,sheik_hair
0xc323314fb0,sheik_hammer
0x110d4ed4f8,sheik_hardknuckle
0x9ca9a41930,sheik_hat
0xc966c706b0,sheik_helmet
0xe6dc26c310,sheik_himohebi
0xf4b667c5b0,sheik_himohebi2
0xa0e9397b60,sheik_hole
0x110911f36b,sheik_hominglaser
0x120e3d44e0,sheik_homingtarget
0xeef320f990,sheik_hookshot
0x1231b30004,sheik_hookshothand
0xa4d0071e10,sheik_horn
0xbc7f6c4d90,sheik_horse
0xbc2b9d25c0,sheik_house
0xe656ad6f20,sheik_hugebeam
0x11450e58ed,sheik_hugecapsule
0xf34846af60,sheik_hugeflame
0xe6582a4140,sheik_hulahoop
0x993de69d40,sheik_ice
0xda825f2de0,sheik_iceberg
0x123edc891b,sheik_iceberg_wind
0x10b04b69ab,sheik_iceberghit
0xd338a7cb50,sheik_iceshot
0xeb794dd9a0,sheik_illusion
0xf557addff0,sheik_inkbullet
0xe3244bd990,sheik_ironball
